StartDevice,StartPort,EndDevice,EndPort,BandWidth,VlanID,VlanMode
sonic-s6100-dut,Ethernet0,snappi-sonic,Card4/Port1,100000,2,Access
sonic-s6100-dut,Ethernet8,snappi-sonic,Card4/Port2,100000,2,Access
sonic-s6100-dut,Ethernet0,snappi-sonic,Card4/Port3,100000,2,Access
sonic-s6100-dut,Ethernet8,snappi-sonic,Card4/Port4,100000,2,Access

